City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,colares,38.7992,-9.4469,21.55,82,0,4.92,PT,1720148120
365,tsiombe,-25.3,45.4833,16.12,93,0,3.51,MG,1720148121
366,jaguaruana,-4.8339,-37.7811,24.29,71,82,4.69,BR,1720148122
367,baikonur,45.6167,63.3167,26.07,36,0,6.14,KZ,1720148124
368,la romana,18.4273,-68.9728,23.2,94,100,0.0,DO,1720148125
369,santiago de cao,-7.9589,-79.2392,19.07,88,75,4.12,PE,1720148126
370,odry,49.6626,17.8308,13.61,93,30,2.2,CZ,1720148127
371,ellsworth,44.5434,-68.4195,17.13,93,0,2.57,US,1720148128
372,luderitz,-26.6481,15.1594,12.85,50,0,8.74,NA,1720148130
373,nenjiang,49.1833,125.2167,32.35,34,0,1.85,CN,1720148131
374,san fernando de apure,7.8878,-67.4724,24.14,93,98,1.31,VE,1720148132
375,sabang,5.8933,95.3214,29.01,67,100,5.95,ID,1720148133
376,guerrero negro,27.9769,-114.0611,19.97,84,12,6.52,MX,1720148134
377,williams lake,52.1415,-122.1445,24.76,25,20,3.09,CA,1720148135
378,andergrove,-21.0833,149.1833,23.05,68,99,10.07,AU,1720148138
379,berdigestyakh,62.0989,126.6992,12.19,54,100,4.89,RU,1720148139
380,kuqa,41.7278,82.9364,28.21,22,75,1.79,CN,1720148140
381,rongelap,11.1635,166.8941,28.23,72,75,3.11,MH,1720148141
382,kolonia,50.9333,6.95,13.96,75,40,4.12,DE,1720148143
383,paidha,2.4167,30.9855,17.06,74,57,2.18,UG,1720148144
384,ponnani,10.767,75.9252,24.62,79,30,1.63,IN,1720148145
385,namsos,64.4662,11.4957,15.03,67,40,7.2,NO,1720148146
386,mar del plata,-38.0023,-57.5575,4.49,58,0,5.14,AR,1720148147
387,eregli,37.5133,34.0467,17.81,50,0,1.63,TR,1720148149
388,calca,-13.3333,-71.95,11.64,87,15,1.48,PE,1720148150
389,tamiahua,21.2667,-97.45,26.65,91,3,3.47,MX,1720148151
390,inarajan village,13.2736,144.7484,32.08,83,44,5.88,GU,1720148152
391,vernon,50.2581,-119.2691,29.74,24,12,0.51,CA,1720148153
392,fisterra,42.9049,-9.2629,17.79,90,16,8.63,ES,1720148154
393,fargo,46.8772,-96.7898,19.99,71,100,4.12,US,1720148156
394,zhalantun,48.0,122.7167,33.08,27,1,2.34,CN,1720148157
395,souillac,-20.5167,57.5167,21.21,68,40,5.14,MU,1720148158
396,weno,7.4515,151.8468,30.97,70,100,2.06,FM,1720148159
397,tocoa,15.6833,-86.0,23.61,95,100,0.34,HN,1720148160
398,nishinoomote,30.7333,131.0,30.31,84,40,6.17,JP,1720148162
399,labrador city,52.9463,-66.9114,14.95,88,75,2.57,CA,1720148163
400,santana,-0.0583,-51.1817,26.1,89,20,1.03,BR,1720148164
401,santa helena de goias,-17.8136,-50.5969,19.63,44,0,1.16,BR,1720148165
402,atar,20.5169,-13.0499,32.8,11,88,4.35,MR,1720148166
403,novomykolayivka,47.9781,35.9102,23.21,42,6,1.53,UA,1720148167
404,maumere,-8.6199,122.2111,26.87,63,82,5.47,ID,1720148169
405,lerwick,60.1545,-1.1494,11.0,93,100,7.35,GB,1720148170
406,namanga,-2.5433,36.7905,17.2,79,95,1.03,KE,1720148171
407,saipan,15.1355,145.701,32.39,66,40,7.2,MP,1720148172
408,recani,31.2846,-4.2688,30.36,9,0,2.16,MA,1720148173
409,papao,-17.75,-149.55,26.82,75,28,9.74,PF,1720148175
410,agat village,13.3886,144.6585,32.06,73,40,6.69,GU,1720148176
411,beau vallon,-20.4189,57.6953,21.13,68,40,5.14,MU,1720148177
412,cedeira,43.6797,-8.0209,16.65,52,97,7.35,ES,1720148178
413,masterton,-40.9597,175.6575,9.5,61,2,0.74,NZ,1720148179
414,ketchikan,55.3422,-131.6461,19.26,55,0,4.12,US,1720148181
415,igrim,63.1906,64.4162,21.16,54,5,3.2,RU,1720148182
416,springbok,-29.6643,17.8865,4.84,75,10,1.93,ZA,1720148183
417,sao miguel do araguaia,-13.275,-50.1628,22.82,42,0,1.91,BR,1720148184
418,casas grandes,30.3667,-107.95,31.7,26,98,3.11,MX,1720148185
419,malabar,-33.9667,151.25,16.84,78,75,6.17,AU,1720148186
420,correntina,-13.3433,-44.6367,18.17,54,0,1.54,BR,1720148189
421,wotho,10.1657,166.0102,27.3,78,100,5.61,MH,1720148190
422,strelka,58.0728,93.0344,24.36,64,97,1.03,RU,1720148191
423,harstad,68.799,16.5293,15.9,72,38,6.26,NO,1720148192
424,praia da vitoria,38.7333,-27.0667,20.14,83,40,1.23,PT,1720148194
425,antofagasta,-23.65,-70.4,13.6,83,40,1.87,CL,1720148195
426,keelung,25.1283,121.7419,35.94,60,18,2.16,TW,1720148196
427,broome,42.2506,-75.833,23.21,88,100,0.89,US,1720148197
428,minas de marcona,-15.2119,-75.1103,11.58,83,74,3.08,PE,1720148198
429,tambura,5.6,27.4667,20.08,98,29,0.99,SS,1720148200
430,saint-pierre,-21.3393,55.4781,16.82,72,0,3.6,RE,1720148201
431,lompoc,34.6391,-120.4579,23.16,79,0,5.66,US,1720148203
432,san juan,-31.5375,-68.5364,6.78,40,4,4.88,AR,1720148204
433,lucapa,-8.4192,20.7447,16.16,45,13,1.93,AO,1720148206
434,aberystwyth,52.4155,-4.0829,12.06,90,100,3.51,GB,1720148207
435,saint-joseph,-21.3667,55.6167,16.21,73,44,5.34,RE,1720148208
436,uzgen,40.7699,73.3007,27.16,23,0,1.24,KG,1720148209
437,murzuq,25.9155,13.9184,28.04,31,0,3.33,LY,1720148210
438,bandipura,34.4167,74.65,22.89,83,21,2.39,IN,1720148211
439,zhengzhou,34.7578,113.6486,28.27,94,100,4.48,CN,1720148214
440,nagram,26.6167,81.1333,28.03,81,100,4.59,IN,1720148215
441,santa elena de uairen,4.6167,-61.1333,19.25,91,75,0.83,VE,1720148216
442,santa ana,33.7456,-117.8678,28.48,65,20,4.12,US,1720147937
443,baltiysk,54.6538,19.911,14.54,76,26,7.8,RU,1720148219
444,eisen,36.8217,128.6308,26.82,64,31,4.73,KR,1720148220
445,pisco,-13.7,-76.2167,17.03,88,100,2.57,PE,1720148221
446,muynoq,43.7683,59.0214,26.92,38,0,6.28,UZ,1720148222
447,tolanaro,-25.0319,46.9987,17.04,88,20,0.0,MG,1720148223
448,douz,33.4663,9.0203,24.13,52,0,4.97,TN,1720148224
449,redwood falls,44.5394,-95.1169,17.81,94,100,2.57,US,1720148226
450,trairi,-3.2778,-39.2689,25.14,82,1,4.46,BR,1720148227
451,exu,-7.5119,-39.7242,16.43,82,0,0.62,BR,1720148228
452,monrovia,6.3005,-10.7969,23.87,80,64,2.1,LR,1720148229
453,taro,-8.3862,115.28,25.0,65,48,2.06,ID,1720148230
454,an nuhud,12.7,28.4333,30.4,43,98,5.84,SD,1720148232
455,mejit,10.2753,170.8646,25.97,85,100,7.75,MH,1720148234
456,naze,28.3667,129.4833,30.51,70,33,4.35,JP,1720148235
457,san andres,12.5847,-81.7006,27.01,94,20,1.03,CO,1720148236
458,grajewo,53.6473,22.4554,15.03,98,100,2.67,PL,1720148238
459,jayapura,-2.5333,140.7,29.66,62,69,1.91,ID,1720148239
460,batticaloa,7.7102,81.6924,29.21,68,100,1.07,LK,1720148240
461,berezovyy,51.6667,135.7,32.55,42,49,2.16,RU,1720148241
462,jagdispur,25.4833,84.4167,30.51,72,100,1.07,IN,1720148242
463,ust'-kulom,61.6864,53.6902,20.13,61,1,1.7,RU,1720148244
464,gereshk,31.8209,64.5701,38.12,10,3,4.48,AF,1720148245
465,new norfolk,-42.7826,147.0587,12.73,60,10,1.47,AU,1720148246
466,gebeit,21.0667,36.3167,27.89,35,36,0.28,SD,1720148247
467,betio village,1.358,172.9211,30.02,75,74,3.44,KI,1720148248
468,ratnagiri,16.9833,73.3,27.27,86,100,5.29,IN,1720148251
469,nelson bay,-32.7167,152.15,17.83,74,91,1.34,AU,1720148252
470,dunedin,-45.8742,170.5036,11.3,54,14,4.1,NZ,1720148253
471,olinda,-8.0089,-34.8553,24.85,83,75,2.06,BR,1720148254
472,celestun,20.8667,-90.4,27.2,85,3,5.95,MX,1720148256
473,umm as sahik,26.6536,49.9164,33.08,18,95,5.68,SA,1720148257
474,al jahra',29.3375,47.6581,35.35,16,59,7.83,KW,1720148258
475,tomohon,1.3346,124.8392,26.52,67,96,0.62,ID,1720148259
476,prineville,44.2999,-120.8345,32.06,10,0,4.63,US,1720148260
477,corner brook,48.9667,-57.9484,16.09,75,98,1.78,CA,1720148262
478,ha'il,27.5219,41.6907,27.01,18,0,1.03,SA,1720148263
479,guaraniacu,-25.1008,-52.8781,15.3,60,5,1.08,BR,1720148264
480,jiuquan,39.7432,98.5174,27.65,19,89,3.44,CN,1720148265
481,sharm el-sheikh,27.8518,34.305,28.08,69,0,2.06,EG,1720148266
482,oyem,1.5995,11.5793,19.78,99,100,0.77,GA,1720148267
483,bryne,58.7354,5.6477,9.99,90,75,3.6,NO,1720148269
484,kashgar,39.4547,75.9797,25.56,36,20,0.0,CN,1720148270
485,kununurra,-15.7667,128.7333,21.99,28,65,5.14,AU,1720148271
486,newman,37.3138,-121.0208,38.99,42,0,0.89,US,1720148272
487,el alto,-4.2714,-81.2147,20.81,86,96,3.68,PE,1720148273
488,broken hill,-31.95,141.4333,15.0,49,1,9.86,AU,1720148194
489,puri,19.8,85.85,29.29,71,92,5.96,IN,1720148276
490,asbestos,45.7668,-71.9324,19.98,90,90,1.64,CA,1720148277
491,martapura,-3.4167,114.85,31.05,66,40,2.06,ID,1720148281
492,bol,13.4586,14.7147,26.31,85,100,6.83,TD,1720148282
493,champerico,14.3,-91.9167,27.74,79,89,0.77,GT,1720148283
494,shingu,33.7333,135.9833,33.66,54,0,2.19,JP,1720148285
495,dakoro,14.5106,6.765,30.18,49,96,4.63,NE,1720148287
496,pfronten,47.5833,10.5667,13.45,89,100,1.46,DE,1720148288
497,nar'yan-mar,67.6713,53.087,10.94,69,3,5.04,RU,1720148289
498,hithadhoo,-0.6,73.0833,28.74,73,35,3.0,MV,1720148291
499,nakhon phanom,17.3333,104.4167,26.82,77,66,2.22,TH,1720148292
500,namibe,-15.1961,12.1522,16.7,82,6,1.66,AO,1720148293
501,bridgewater,44.3835,-64.5155,15.35,88,100,2.57,CA,1720148294
502,akureyri,65.6835,-18.0878,5.96,87,100,3.09,IS,1720148295
503,san pedro,14.35,121.0167,29.55,81,75,3.13,PH,1720148297
504,island harbour,50.724,-1.2758,15.12,83,100,4.02,GB,1720148298
505,paradip garh,20.3167,86.6167,32.31,61,100,5.11,IN,1720148299
506,mount gambier,-37.8333,140.7667,13.25,63,0,3.2,AU,1720148300
507,beyneu,45.3167,55.2,29.45,27,1,6.36,KZ,1720148301
508,orcopampa,-15.2661,-72.3417,7.82,40,1,1.04,PE,1720148302
509,charlottetown,46.2352,-63.1267,19.32,59,40,5.14,CA,1720148304
510,suances,43.4334,-4.0434,18.88,94,0,2.57,ES,1720148305
511,poronaysk,49.2167,143.1167,17.86,84,92,3.79,RU,1720148306
512,timimoun,29.2639,0.231,35.21,13,0,6.69,DZ,1720148307
513,taoudenni,22.6783,-3.9836,35.8,29,82,2.31,ML,1720148308
514,carauari,-4.8828,-66.8958,23.02,93,100,0.93,BR,1720148310
515,znamenskoye,57.1281,73.8282,19.7,72,100,1.88,RU,1720148311
516,corbin,36.9487,-84.0969,26.7,91,0,0.0,US,1720148151
517,hulan ergi,47.2042,123.6333,30.25,48,97,1.78,CN,1720148313
518,ocean city,39.2776,-74.5746,24.54,86,100,3.79,US,1720148314
519,nema,57.5067,50.5011,25.1,74,49,1.94,RU,1720148316
520,linxia chengguanzhen,35.6003,103.2064,19.65,57,0,1.59,CN,1720148317
521,nahorkatiya,27.2833,95.3333,25.92,98,100,1.51,IN,1720148318
522,armacao de buzios,-22.7469,-41.8817,19.03,74,54,4.96,BR,1720148319
523,glace bay,46.1969,-59.957,15.32,96,100,3.09,CA,1720148320
524,lae,-6.7221,146.9847,24.37,97,100,1.35,PG,1720148321
525,jalasjarvi,62.5,22.75,12.27,94,46,2.47,FI,1720148323
526,punta alta,-38.8759,-62.0736,4.95,41,0,7.85,AR,1720148324
527,cold lake,54.4502,-110.2017,22.97,53,75,4.63,CA,1720148325
528,ramtown,40.1209,-74.1438,26.14,76,0,2.06,US,1720148326
529,enriquillo,17.9,-71.2333,25.35,90,100,5.75,DO,1720148327
530,tampakan,6.4442,124.9264,29.16,81,70,0.83,PH,1720148329
531,mata-utu,-13.2816,-176.1745,27.9,76,78,8.26,WF,1720148330
532,wau,7.7029,27.9953,22.71,82,84,1.6,SS,1720148331
533,howrah,22.5892,88.3103,31.0,79,75,4.63,IN,1720148332
534,kruisfontein,-34.0033,24.7314,10.49,77,99,6.95,ZA,1720148333
535,malappuram,11.0667,76.0667,24.09,100,75,1.03,IN,1720148335
536,balancan,17.8,-91.5333,24.53,93,8,1.99,MX,1720148336
537,cooma,-36.2333,149.1333,8.8,50,12,0.13,AU,1720148337
538,tan-tan,28.438,-11.1032,19.72,78,33,5.23,MA,1720148338
539,kirakira,-10.4544,161.9205,28.74,67,100,4.84,SB,1720148339
540,mumford,5.2618,-0.759,24.32,92,94,2.57,GH,1720148340
541,kingscliff,-28.2667,153.5667,18.76,94,75,5.14,AU,1720148342
542,paragominas,-2.9667,-47.4833,25.39,74,99,1.07,BR,1720148343
543,kyzylorda,44.8528,65.5092,25.01,41,0,7.0,KZ,1720148344
544,suihua,46.6406,126.9969,22.95,77,100,1.98,CN,1720148345
545,abong mbang,3.9833,13.1833,19.71,99,100,1.18,CM,1720148346
546,awjilah,29.1081,21.2869,23.01,73,0,4.09,LY,1720148348
547,palikir - national government center,6.9248,158.1611,30.41,70,75,2.06,FM,1720148349
548,kenai,60.5544,-151.2583,16.12,67,75,10.29,US,1720148351
549,kristiansund,63.1115,7.732,12.03,82,100,8.23,NO,1720148352
550,enewetak,11.3474,162.3373,27.57,78,79,4.6,MH,1720148353
551,pereslavl'-zalesskiy,56.7393,38.8563,18.63,89,26,3.15,RU,1720148355
552,patani,5.2272,6.1924,23.24,96,100,1.25,NG,1720148356
553,boa vista,2.8197,-60.6733,26.99,83,20,1.54,BR,1720148357
554,blora,-6.9698,111.4186,28.01,71,87,3.12,ID,1720148358
555,kargasok,59.0556,80.8572,15.12,91,100,4.02,RU,1720148359
556,tazacorte,28.629,-17.9293,20.54,93,100,6.17,ES,1720148361
557,armidale,-30.5167,151.65,9.66,67,68,5.4,AU,1720148362
558,rawson,-43.3002,-65.1023,3.69,55,40,12.32,AR,1720148363
559,satana,20.5833,74.2,25.71,77,100,5.93,IN,1720148364
560,mahibadhoo,3.7833,72.9667,28.98,70,100,2.73,MV,1720148365
